Binomial.1.2,Order.1.2,Family.1.2,current.range,present.natural.range,current.range.km2,present.natural.range.km2
Babakotia_radofilai,Primates,Palaeopropithecidae,0,68,0,633241.0570917265
Babyrousa_babyrussa,Cetartiodactyla,Suidae,8,10,74498.94789314429,93123.68486643035
Babyrousa_celebensis,Cetartiodactyla,Suidae,33,40,307308.16005922016,372494.7394657214
Babyrousa_togeanensis,Cetartiodactyla,Suidae,2,2,18624.73697328607,18624.73697328607
Baiomys_musculus,Rodentia,Cricetidae,85,85,791551.3213646581,791551.3213646581
Baiomys_taylori,Rodentia,Cricetidae,207,207,1927660.2767351083,1927660.2767351083
Baiyankamys_habbema,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Baiyankamys_shawmayeri,Rodentia,Muridae,18,18,167622.63275957466,167622.63275957466
Bandicota_bengalensis,Rodentia,Muridae,526,526,4898305.823974237,4898305.823974237
Bandicota_indica,Rodentia,Muridae,731,731,6807341.3637360595,6807341.3637360595
Bandicota_savilei,Rodentia,Muridae,143,143,1331668.6935899542,1331668.6935899542
Bassaricyon_alleni,Carnivora,Procyonidae,557,557,5186989.247060171,5186989.247060171
Bassaricyon_gabbii,Carnivora,Procyonidae,38,38,353870.00249243533,353870.00249243533
Bassaricyon_medius,Carnivora,Procyonidae,54,54,502867.89827872394,502867.89827872394
Bassaricyon_neblina,Carnivora,Procyonidae,35,35,325932.89703250624,325932.89703250624
Bassariscus_astutus,Carnivora,Procyonidae,545,545,5075240.8252204545,5075240.8252204545
Bassariscus_sumichrasti,Carnivora,Procyonidae,108,108,1005735.7965574479,1005735.7965574479
Bathyergus_janetta,Rodentia,Bathyergidae,7,7,65186.57940650125,65186.57940650125
Bathyergus_suillus,Rodentia,Bathyergidae,14,14,130373.1588130025,130373.1588130025
Batomys_dentatus,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Batomys_granti,Rodentia,Muridae,5,5,46561.84243321518,46561.84243321518
Batomys_russatus,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Batomys_salomonseni,Rodentia,Muridae,12,12,111748.42183971644,111748.42183971644
Bdeogale_crassicauda,Carnivora,Herpestidae,240,240,2234968.4367943285,2234968.4367943285
Bdeogale_jacksoni,Carnivora,Herpestidae,19,19,176935.00124621767,176935.00124621767
Bdeogale_nigripes,Carnivora,Herpestidae,282,282,2626087.913233336,2626087.913233336
Bdeogale_omnivora,Carnivora,Herpestidae,14,14,130373.1588130025,130373.1588130025
Beamys_hindei,Rodentia,Nesomyidae,79,79,735677.1104447999,735677.1104447999
Beatragus_hunteri,Cetartiodactyla,Bovidae,4,10,37249.47394657214,93123.68486643035
Belomys_pearsonii,Rodentia,Sciuridae,143,291,1331668.6935899542,2709899.2296131235
Berylmys_berdmorei,Rodentia,Muridae,123,123,1145421.3238570935,1145421.3238570935
Berylmys_bowersi,Rodentia,Muridae,371,371,3454888.7085445663,3454888.7085445663
Berylmys_mackenziei,Rodentia,Muridae,30,82,279371.05459929106,763614.215904729
Berylmys_manipulus,Rodentia,Muridae,37,37,344557.6340057923,344557.6340057923
Bettongia_anhydra,Diprotodontia,Potoroidae,0,252,0,2346716.858634045
Bettongia_gaimardi,Diprotodontia,Potoroidae,12,75,111748.42183971644,698427.6364982277
Bettongia_lesueur,Diprotodontia,Potoroidae,7,525,65186.57940650125,4888993.455487594
Bettongia_penicillata,Diprotodontia,Potoroidae,13,392,121060.79032635946,3650448.44676407
Bettongia_pusilla,Diprotodontia,Potoroidae,0,38,0,353870.00249243533
Bettongia_tropica,Diprotodontia,Potoroidae,3,10,27937.10545992911,93123.68486643035
Bibimys_chacoensis,Rodentia,Cricetidae,10,10,93123.68486643035,93123.68486643035
Bibimys_labiosus,Rodentia,Cricetidae,65,65,605303.9516317974,605303.9516317974
Bibimys_torresi,Rodentia,Cricetidae,3,3,27937.10545992911,27937.10545992911
Bison_bison,Cetartiodactyla,Bovidae,82,1114,763614.215904729,10373978.494120343
Bison_bonasus,Cetartiodactyla,Bovidae,3,1712,27937.10545992911,15942774.849132877
Biswamoyopterus_biswasi,Rodentia,Sciuridae,3,3,27937.10545992911,27937.10545992911
Blanfordimys_afghanus,Rodentia,Cricetidae,81,81,754301.8474180859,754301.8474180859
Blanfordimys_bucharensis,Rodentia,Cricetidae,24,24,223496.84367943287,223496.84367943287
Blarina_brevicauda,Eulipotyphla,Soricidae,554,554,5159052.141600242,5159052.141600242
Blarina_carolinensis,Eulipotyphla,Soricidae,141,141,1313043.956616668,1313043.956616668
Blarina_hylophaga,Eulipotyphla,Soricidae,104,104,968486.3226108757,968486.3226108757
Blarinella_griselda,Eulipotyphla,Soricidae,84,84,782238.952878015,782238.952878015
Blarinella_quadraticauda,Eulipotyphla,Soricidae,8,8,74498.94789314429,74498.94789314429
Blarinella_wardi,Eulipotyphla,Soricidae,23,23,214184.47519278983,214184.47519278983
Blarinomys_breviceps,Rodentia,Cricetidae,75,75,698427.6364982277,698427.6364982277
Blastocerus_dichotomus,Cetartiodactyla,Cervidae,128,528,1191983.1662903086,4916930.5609475225
Bootherium_bombifrons,Cetartiodactyla,Bovidae,0,1066,0,9926984.806761475
Boromys_offella,Rodentia,Echimyidae,0,32,0,297995.79157257715
Boromys_torrei,Rodentia,Echimyidae,0,32,0,297995.79157257715
Borungaboodie_hatcheri,Diprotodontia,Potoroidae,0,45,0,419056.5818989366
Bos_gaurus,Cetartiodactyla,Bovidae,310,560,2886834.230859341,5214926.3525201
Bos_javanicus,Cetartiodactyla,Bovidae,93,472,866050.2692578023,4395437.925695512
Bos_mutus,Cetartiodactyla,Bovidae,95,657,884675.0062310884,6118226.095724475
Bos_primigenius,Cetartiodactyla,Bovidae,0,3220,0,29985826.526990574
Bos_sauveli,Cetartiodactyla,Bovidae,0,10,0,93123.68486643035
Boselaphus_tragocamelus,Cetartiodactyla,Bovidae,294,324,2737836.3350730524,3017207.3896723436
Brachiones_przewalskii,Rodentia,Muridae,137,137,1275794.482670096,1275794.482670096
Brachylagus_idahoensis,Lagomorpha,Leporidae,83,83,772926.5843913719,772926.5843913719
Brachyprotoma_obtusata,Carnivora,Mephitidae,0,1697,0,15803089.321833232
Brachytarsomys_albicauda,Rodentia,Nesomyidae,23,44,214184.47519278983,409744.2134122936
Brachytarsomys_villosa,Rodentia,Nesomyidae,5,7,46561.84243321518,65186.57940650125
Brachyteles_arachnoides,Primates,Atelidae,22,22,204872.1067061468,204872.1067061468
Brachyteles_hypoxanthus,Primates,Atelidae,21,26,195559.73821950375,242121.58065271893
Brachyuromys_betsileoensis,Rodentia,Nesomyidae,17,38,158310.2642729316,353870.00249243533
Brachyuromys_ramirohitra,Rodentia,Nesomyidae,23,45,214184.47519278983,419056.5818989366
Bradypus_pygmaeus,Pilosa,Bradypodidae,1,1,9312.368486643036,9312.368486643036
Bradypus_torquatus,Pilosa,Bradypodidae,27,38,251433.94913936197,353870.00249243533
Bradypus_tridactylus,Pilosa,Bradypodidae,151,151,1406167.6414830985,1406167.6414830985
Bradypus_variegatus,Pilosa,Bradypodidae,1196,1196,11137592.71002507,11137592.71002507
Brotomys_voratus,Rodentia,Echimyidae,0,20,0,186247.3697328607
Brucepattersonius_albinasus,Rodentia,Cricetidae,1,1,9312.368486643036,9312.368486643036
Brucepattersonius_griserufescens,Rodentia,Cricetidae,6,6,55874.21091985822,55874.21091985822
Brucepattersonius_guarani,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Brucepattersonius_igniventris,Rodentia,Cricetidae,5,5,46561.84243321518,46561.84243321518
Brucepattersonius_iheringi,Rodentia,Cricetidae,42,42,391119.4764390075,391119.4764390075
Brucepattersonius_misionensis,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Brucepattersonius_paradisus,Rodentia,Cricetidae,3,3,27937.10545992911,27937.10545992911
Brucepattersonius_soricinus,Rodentia,Cricetidae,6,6,55874.21091985822,55874.21091985822
Bubalus_arnee,Cetartiodactyla,Bovidae,24,460,223496.84367943287,4283689.5038557965
Bubalus_depressicornis,Cetartiodactyla,Bovidae,35,51,325932.89703250624,474930.79281879484
Bubalus_grovesi,Cetartiodactyla,Bovidae,0,51,0,474930.79281879484
Bubalus_mindorensis,Cetartiodactyla,Bovidae,4,5,37249.47394657214,46561.84243321518
Bubalus_palaeokerabau,Cetartiodactyla,Bovidae,0,30,0,279371.05459929106
Bubalus_quarlesi,Cetartiodactyla,Bovidae,29,29,270058.68611264805,270058.68611264805
Budorcas_taxicolor,Cetartiodactyla,Bovidae,91,91,847425.5322845163,847425.5322845163
Bullimus_bagobus,Rodentia,Muridae,35,35,325932.89703250624,325932.89703250624
Bullimus_gamay,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Bullimus_luzonicus,Rodentia,Muridae,15,15,139685.52729964553,139685.52729964553
Bunolagus_monticularis,Lagomorpha,Leporidae,19,19,176935.00124621767,176935.00124621767
Bunomys_andrewsi,Rodentia,Muridae,31,31,288683.42308593413,288683.42308593413
Bunomys_chrysocomus,Rodentia,Muridae,47,47,437681.3188722227,437681.3188722227
Bunomys_coelestis,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Bunomys_fratrorum,Rodentia,Muridae,6,6,55874.21091985822,55874.21091985822
Bunomys_penitus,Rodentia,Muridae,10,10,93123.68486643035,93123.68486643035
Bunomys_prolatus,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Burramys_parvus,Diprotodontia,Burramyidae,4,4,37249.47394657214,37249.47394657214
Cabassous_centralis,Cingulata,CingulataFam,143,143,1331668.6935899542,1331668.6935899542
Cabassous_chacoensis,Cingulata,CingulataFam,75,75,698427.6364982277,698427.6364982277
Cabassous_tatouay,Cingulata,CingulataFam,322,322,2998582.6526990575,2998582.6526990575
Cabassous_unicinctus,Cingulata,CingulataFam,1141,1141,10625412.443259703,10625412.443259703
Cacajao_calvus,Primates,Pitheciidae,57,74,530805.003738653,689115.2680115846
Cacajao_hosomi,Primates,Pitheciidae,18,18,167622.63275957466,167622.63275957466
Caenolestes_caniventer,Paucituberculata,Caenolestidae,13,13,121060.79032635946,121060.79032635946
Caenolestes_condorensis,Paucituberculata,Caenolestidae,1,1,9312.368486643036,9312.368486643036
Caenolestes_convelatus,Paucituberculata,Caenolestidae,14,21,130373.1588130025,195559.73821950375
Caenolestes_fuliginosus,Paucituberculata,Caenolestidae,47,47,437681.3188722227,437681.3188722227
Caenolestes_sangay,Paucituberculata,Caenolestidae,5,6,46561.84243321518,55874.21091985822
Caipora_bambuiorum,Primates,Atelidae,0,1089,0,10141169.281954266
Calcochloris_obtusirostris,Afrosoricida,Chrysochloridae,28,28,260746.317626005,260746.317626005
Calcochloris_tytonis,Afrosoricida,Chrysochloridae,1,1,9312.368486643036,9312.368486643036
Callicebus_aureipalatii,Primates,Pitheciidae,6,6,55874.21091985822,55874.21091985822
Callicebus_baptista,Primates,Pitheciidae,10,10,93123.68486643035,93123.68486643035
Callicebus_barbarabrownae,Primates,Pitheciidae,28,28,260746.317626005,260746.317626005
Callicebus_bernhardi,Primates,Pitheciidae,25,25,232809.2121660759,232809.2121660759
Callicebus_brunneus,Primates,Pitheciidae,51,51,474930.79281879484,474930.79281879484
Callicebus_caligatus,Primates,Pitheciidae,17,17,158310.2642729316,158310.2642729316
Callicebus_caquetensis,Primates,Pitheciidae,1,1,9312.368486643036,9312.368486643036
Callicebus_cinerascens,Primates,Pitheciidae,36,36,335245.2655191493,335245.2655191493
Callicebus_coimbrai,Primates,Pitheciidae,13,13,121060.79032635946,121060.79032635946
Callicebus_cupreus,Primates,Pitheciidae,113,113,1052297.638990663,1052297.638990663
Callicebus_discolor,Primates,Pitheciidae,39,39,363182.3709790784,363182.3709790784
Callicebus_donacophilus,Primates,Pitheciidae,33,33,307308.16005922016,307308.16005922016
Callicebus_dubius,Primates,Pitheciidae,26,26,242121.58065271893,242121.58065271893
Callicebus_hoffmannsi,Primates,Pitheciidae,21,21,195559.73821950375,195559.73821950375
Callicebus_lucifer,Primates,Pitheciidae,44,44,409744.2134122936,409744.2134122936
Callicebus_lugens,Primates,Pitheciidae,139,139,1294419.219643382,1294419.219643382
Callicebus_medemi,Primates,Pitheciidae,8,8,74498.94789314429,74498.94789314429
Callicebus_melanochir,Primates,Pitheciidae,25,25,232809.2121660759,232809.2121660759
Callicebus_modestus,Primates,Pitheciidae,4,4,37249.47394657214,37249.47394657214
Callicebus_moloch,Primates,Pitheciidae,130,130,1210607.9032635947,1210607.9032635947
Callicebus_nigrifrons,Primates,Pitheciidae,77,77,717052.3734715137,717052.3734715137
Callicebus_oenanthe,Primates,Pitheciidae,6,6,55874.21091985822,55874.21091985822
Callicebus_olallae,Primates,Pitheciidae,2,2,18624.73697328607,18624.73697328607
Callicebus_ornatus,Primates,Pitheciidae,10,10,93123.68486643035,93123.68486643035
Callicebus_pallescens,Primates,Pitheciidae,65,65,605303.9516317974,605303.9516317974
Callicebus_personatus,Primates,Pitheciidae,24,24,223496.84367943287,223496.84367943287
Callicebus_purinus,Primates,Pitheciidae,30,30,279371.05459929106,279371.05459929106
Callicebus_regulus,Primates,Pitheciidae,40,40,372494.7394657214,372494.7394657214
Callicebus_stephennashi,Primates,Pitheciidae,11,11,102436.0533530734,102436.0533530734
Callicebus_torquatus,Primates,Pitheciidae,46,46,428368.95038557966,428368.95038557966
Callimico_goeldii,Primates,Callitrichidae,109,109,1015048.165044091,1015048.165044091
Callistomys_pictus,Rodentia,Echimyidae,6,6,55874.21091985822,55874.21091985822
Callithrix_aurita,Primates,Callitrichidae,32,32,297995.79157257715,297995.79157257715
Callithrix_flaviceps,Primates,Callitrichidae,8,8,74498.94789314429,74498.94789314429
Callithrix_geoffroyi,Primates,Callitrichidae,26,26,242121.58065271893,242121.58065271893
Callithrix_jacchus,Primates,Callitrichidae,135,135,1257169.7456968098,1257169.7456968098
Callithrix_kuhlii,Primates,Callitrichidae,10,10,93123.68486643035,93123.68486643035
Callithrix_penicillata,Primates,Callitrichidae,181,181,1685538.6960823894,1685538.6960823894
Callorhinus_ursinus,Carnivora,Otariidae,2055,2055,19136917.240051437,19136917.240051437
Callosciurus_adamsi,Rodentia,Sciuridae,31,31,288683.42308593413,288683.42308593413
Callosciurus_albescens,Rodentia,Sciuridae,13,13,121060.79032635946,121060.79032635946
Callosciurus_baluensis,Rodentia,Sciuridae,16,16,148997.89578628857,148997.89578628857
Callosciurus_caniceps,Rodentia,Sciuridae,112,112,1042985.27050402,1042985.27050402
Callosciurus_erythraeus,Rodentia,Sciuridae,570,570,5308050.03738653,5308050.03738653
Callosciurus_finlaysonii,Rodentia,Sciuridae,119,119,1108171.8499105212,1108171.8499105212
Callosciurus_inornatus,Rodentia,Sciuridae,53,53,493555.5297920809,493555.5297920809
Callosciurus_melanogaster,Rodentia,Sciuridae,7,7,65186.57940650125,65186.57940650125
Callosciurus_nigrovittatus,Rodentia,Sciuridae,132,132,1229232.6402368806,1229232.6402368806
Callosciurus_notatus,Rodentia,Sciuridae,268,268,2495714.7544203335,2495714.7544203335
Callosciurus_orestes,Rodentia,Sciuridae,15,15,139685.52729964553,139685.52729964553
Callosciurus_phayrei,Rodentia,Sciuridae,30,30,279371.05459929106,279371.05459929106
Callosciurus_prevostii,Rodentia,Sciuridae,219,219,2039408.6985748247,2039408.6985748247
Callosciurus_pygerythrus,Rodentia,Sciuridae,101,101,940549.2171509466,940549.2171509466
Callosciurus_quinquestriatus,Rodentia,Sciuridae,9,9,83811.31637978733,83811.31637978733
Callospermophilus_lateralis,Rodentia,Sciuridae,270,270,2514339.4913936197,2514339.4913936197
Callospermophilus_madrensis,Rodentia,Sciuridae,15,15,139685.52729964553,139685.52729964553
Callospermophilus_saturatus,Rodentia,Sciuridae,17,17,158310.2642729316,158310.2642729316
Calomys_boliviae,Rodentia,Calomyscidae,38,38,353870.00249243533,353870.00249243533
Calomys_callidus,Rodentia,Calomyscidae,14,14,130373.1588130025,130373.1588130025
Calomys_callosus,Rodentia,Calomyscidae,404,404,3762196.8686037865,3762196.8686037865
Calomys_expulsus,Rodentia,Calomyscidae,184,184,1713475.8015423187,1713475.8015423187
Calomys_fecundus,Rodentia,Calomyscidae,14,14,130373.1588130025,130373.1588130025
Calomys_hummelincki,Rodentia,Calomyscidae,68,73,633241.0570917265,679802.8995249416
Calomys_laucha,Rodentia,Calomyscidae,214,214,1992846.8561416096,1992846.8561416096
Calomys_lepidus,Rodentia,Calomyscidae,97,97,903299.7432043744,903299.7432043744
Calomys_musculinus,Rodentia,Calomyscidae,285,285,2654025.018693265,2654025.018693265
Calomys_sorellus,Rodentia,Calomyscidae,50,50,465618.4243321518,465618.4243321518
Calomys_tener,Rodentia,Calomyscidae,227,227,2113907.6464679693,2113907.6464679693
Calomys_tocantinsi,Rodentia,Calomyscidae,23,23,214184.47519278983,214184.47519278983
Calomys_venustus,Rodentia,Calomyscidae,13,13,121060.79032635946,121060.79032635946
Calomyscus_bailwardi,Rodentia,Calomyscidae,35,35,325932.89703250624,325932.89703250624
Calomyscus_baluchi,Rodentia,Calomyscidae,64,64,595991.5831451543,595991.5831451543
Calomyscus_elburzensis,Rodentia,Calomyscidae,44,44,409744.2134122936,409744.2134122936
Calomyscus_grandis,Rodentia,Calomyscidae,5,5,46561.84243321518,46561.84243321518
Calomyscus_hotsoni,Rodentia,Calomyscidae,26,26,242121.58065271893,242121.58065271893
Calomyscus_mystax,Rodentia,Calomyscidae,51,51,474930.79281879484,474930.79281879484
Calomyscus_tsolovi,Rodentia,Calomyscidae,1,1,9312.368486643036,9312.368486643036
Calomyscus_urartensis,Rodentia,Calomyscidae,4,4,37249.47394657214,37249.47394657214
Caloprymnus_campestris,Diprotodontia,Potoroidae,0,36,0,335245.2655191493
Caluromys_derbianus,Didelphimorphia,Didelphidae,151,151,1406167.6414830985,1406167.6414830985
Caluromys_lanatus,Didelphimorphia,Didelphidae,659,659,6136850.83269776,6136850.83269776
Caluromys_philander,Didelphimorphia,Didelphidae,528,528,4916930.5609475225,4916930.5609475225
Caluromysiops_irrupta,Didelphimorphia,Didelphidae,36,36,335245.2655191493,335245.2655191493
Calyptophractus_retusus,Cingulata,CingulataFam,45,45,419056.5818989366,419056.5818989366
Camelops_hesternus,Cetartiodactyla,Camelidae,0,1190,0,11081718.499105213
Camelus_dromedarius,Cetartiodactyla,Camelidae,0,2545,0,23699977.798506524
Camelus_ferus,Cetartiodactyla,Camelidae,50,588,465618.4243321518,5475672.670146105
Canariomys_bravoi,Rodentia,Muridae,0,2,0,18624.73697328607
Canariomys_tamarani,Rodentia,Muridae,0,1,0,9312.368486643036
Candiacervus_cretensis,Cetartiodactyla,Cervidae,0,6,0,55874.21091985822
Candiacervus_dorothensis,Cetartiodactyla,Cervidae,0,6,0,55874.21091985822
Candiacervus_major,Cetartiodactyla,Cervidae,0,6,0,55874.21091985822
Candiacervus_rethymnensis,Cetartiodactyla,Cervidae,0,6,0,55874.21091985822
Candiacervus_ropalophorus,Cetartiodactyla,Cervidae,0,6,0,55874.21091985822
Candiacervus_spII,Cetartiodactyla,Cervidae,0,6,0,55874.21091985822
Canis_adustus,Carnivora,Canidae,1326,1326,12348200.613288665,12348200.613288665
Canis_aureus,Carnivora,Canidae,3335,3335,31056748.902954523,31056748.902954523
Canis_dirus,Carnivora,Canidae,0,2588,0,24100409.643432178
Canis_latrans,Carnivora,Canidae,2113,301,19677034.612276733,2803022.9144795537
Canis_lupus,Carnivora,Canidae,6554,8065,61033263.06145845,75104251.84477608
Canis_mesomelas,Carnivora,Canidae,807,891,7515081.36872093,8297320.321598945
Canis_rufus,Carnivora,Canidae,4,283,37249.47394657214,2635400.281719979
Canis_simensis,Carnivora,Canidae,11,116,102436.0533530734,1080234.7444505922
Cannomys_badius,Rodentia,Spalacidae,176,176,1638976.8536491743,1638976.8536491743
Cansumys_canus,Rodentia,Cricetidae,29,29,270058.68611264805,270058.68611264805
Capra_aegagrus,Cetartiodactyla,Bovidae,281,301,2616775.544746693,2803022.9144795537
Capra_caucasica,Cetartiodactyla,Bovidae,8,8,74498.94789314429,74498.94789314429
Capra_cylindricornis,Cetartiodactyla,Bovidae,12,12,111748.42183971644,111748.42183971644
Capra_falconeri,Cetartiodactyla,Bovidae,39,57,363182.3709790784,530805.003738653
Capra_ibex,Cetartiodactyla,Bovidae,24,30,223496.84367943287,279371.05459929106
Capra_nubiana,Cetartiodactyla,Bovidae,95,103,884675.0062310884,959173.9541242326
Capra_pyrenaica,Cetartiodactyla,Bovidae,40,77,372494.7394657214,717052.3734715137
Capra_sibirica,Cetartiodactyla,Bovidae,333,333,3101018.706052131,3101018.706052131
Capra_walie,Cetartiodactyla,Bovidae,2,2,18624.73697328607,18624.73697328607
