"Binomial.1.2","Order.1.2","Family.1.2","current.range.x","present.natural.range.x","current.range.km2","present.natural.range.km2","current.range.y","present.natural.range.y","current.range","present.natural.range"
"Monodelphis_ronaldi","Didelphimorphia","Didelphidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Monodelphis_scalops","Didelphimorphia","Didelphidae",61,61,568054.477685225,568054.477685225,61,61,61,61
"Monodelphis_unistriata","Didelphimorphia","Didelphidae",0,3,0,27937.1054599291,0,3,0,3
"Monticolomys_koopmani","Rodentia","Nesomyidae",13,44,121060.790326359,409744.213412294,13,44,13,44
"Morenelaphus_brachyceros","Cetartiodactyla","Cervidae",0,611,0,5689857.14533889,0,611,0,611
"Morenelaphus_lujanensis","Cetartiodactyla","Cervidae",0,1359,0,12655508.7733479,0,1359,0,1359
"Moschiola_indica","Cetartiodactyla","Tragulidae",265,265,2467777.6489604,2467777.6489604,265,265,265,265
"Moschiola_kathygre","Cetartiodactyla","Tragulidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Moschiola_meminna","Cetartiodactyla","Tragulidae",14,14,130373.158813003,130373.158813003,14,14,14,14
"Moschus_anhuiensis","Cetartiodactyla","Moschidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Moschus_berezovskii","Cetartiodactyla","Moschidae",213,213,1983534.48765497,1983534.48765497,213,213,213,213
"Moschus_chrysogaster","Cetartiodactyla","Moschidae",194,194,1806599.48640875,1806599.48640875,194,194,194,194
"Moschus_cupreus","Cetartiodactyla","Moschidae",27,27,251433.949139362,251433.949139362,27,27,27,27
"Moschus_fuscus","Cetartiodactyla","Moschidae",46,46,428368.95038558,428368.95038558,46,46,46,46
"Moschus_leucogaster","Cetartiodactyla","Moschidae",49,49,456306.055845509,456306.055845509,49,49,49,49
"Moschus_moschiferus","Cetartiodactyla","Moschidae",927,927,8632565.58711809,8632565.58711809,927,927,927,927
"Muknalia_minima","Cetartiodactyla","Tayassuidae",0,463,0,4311626.60931573,0,463,0,463
"Mungos_gambianus","Carnivora","Herpestidae",222,222,2067345.80403475,2067345.80403475,222,222,222,222
"Mungos_mungo","Carnivora","Herpestidae",1314,1314,12236452.1914489,12236452.1914489,1314,1314,1314,1314
"Mungotictis_decemlineata","Carnivora","Eupleridae",10,15,93123.6848664304,139685.527299646,10,15,10,15
"Muntiacus_atherodes","Cetartiodactyla","Cervidae",109,109,1015048.16504409,1015048.16504409,109,109,109,109
"Muntiacus_crinifrons","Cetartiodactyla","Cervidae",23,101,214184.47519279,940549.217150947,23,101,23,101
"Muntiacus_feae","Cetartiodactyla","Cervidae",20,20,186247.369732861,186247.369732861,20,20,20,20
"Muntiacus_gongshanensis","Cetartiodactyla","Cervidae",42,42,391119.476439007,391119.476439007,42,42,42,42
"Muntiacus_montanus","Cetartiodactyla","Cervidae",33,33,307308.16005922,307308.16005922,33,33,33,33
"Muntiacus_muntjak","Cetartiodactyla","Cervidae",260,260,2421215.80652719,2421215.80652719,260,260,260,260
"Muntiacus_putaoensis","Cetartiodactyla","Cervidae",24,24,223496.843679433,223496.843679433,24,24,24,24
"Muntiacus_reevesi","Cetartiodactyla","Cervidae",321,321,2989270.28421241,2989270.28421241,321,321,321,321
"Muntiacus_rooseveltorum","Cetartiodactyla","Cervidae",80,80,744989.478931443,744989.478931443,80,80,80,80
"Muntiacus_truongsonensis","Cetartiodactyla","Cervidae",58,58,540117.372225296,540117.372225296,58,58,58,58
"Muntiacus_vaginalis","Cetartiodactyla","Cervidae",779,779,7254335.05109493,7254335.05109493,779,779,779,779
"Muntiacus_vuquangensis","Cetartiodactyla","Cervidae",34,36,316620.528545863,335245.265519149,34,36,34,36
"Murexia_habbema","Dasyuromorphia","Dasyuridae",31,31,288683.423085934,288683.423085934,31,31,31,31
"Murexia_longicaudata","Dasyuromorphia","Dasyuridae",85,85,791551.321364658,791551.321364658,85,85,85,85
"Murexia_melanurus","Dasyuromorphia","Dasyuridae",67,67,623928.688605083,623928.688605083,67,67,67,67
"Murexia_naso","Dasyuromorphia","Dasyuridae",39,39,363182.370979078,363182.370979078,39,39,39,39
"Murexia_rothschildi","Dasyuromorphia","Dasyuridae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Muriculus_imberbis","Rodentia","Muridae",17,17,158310.264272932,158310.264272932,17,17,17,17
"Mus_baoulei","Rodentia","Muridae",25,25,232809.212166076,232809.212166076,25,25,25,25
"Mus_booduga","Rodentia","Muridae",432,432,4022943.18622979,4022943.18622979,432,432,432,432
"Mus_bufo","Rodentia","Muridae",17,17,158310.264272932,158310.264272932,17,17,17,17
"Mus_callewaerti","Rodentia","Muridae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Mus_caroli","Rodentia","Muridae",311,311,2896146.59934598,2896146.59934598,311,311,311,311
"Mus_cervicolor","Rodentia","Muridae",80,80,744989.478931443,744989.478931443,80,80,80,80
"Mus_cookii","Rodentia","Muridae",149,149,1387542.90450981,1387542.90450981,149,149,149,149
"Mus_crociduroides","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Mus_cypriacus","Rodentia","Muridae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Mus_famulus","Rodentia","Muridae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Mus_fernandoni","Rodentia","Muridae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Mus_fragilicauda","Rodentia","Muridae",5,12,46561.8424332152,111748.421839716,5,12,5,12
"Mus_goundae","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Mus_haussa","Rodentia","Muridae",319,319,2970645.54723913,2970645.54723913,319,319,319,319
"Mus_indutus","Rodentia","Muridae",194,194,1806599.48640875,1806599.48640875,194,194,194,194
"Mus_macedonicus","Rodentia","Muridae",206,206,1918347.90824847,1918347.90824847,206,206,206,206
"Mus_mahomet","Rodentia","Muridae",68,68,633241.057091726,633241.057091726,68,68,68,68
"Mus_mattheyi","Rodentia","Muridae",73,73,679802.899524942,679802.899524942,73,73,73,73
"Mus_mayori","Rodentia","Muridae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Mus_minutoides","Rodentia","Muridae",581,581,5410486.0907396,5410486.0907396,581,581,581,581
"Mus_musculoides","Rodentia","Muridae",655,655,6099601.35875119,6099601.35875119,655,655,655,655
"Mus_musculus","Rodentia","Muridae",6933,1260,64562650.7178962,11733584.2931702,6933,1260,6933,1260
"Mus_neavei","Rodentia","Muridae",6,22,55874.2109198582,204872.106706147,6,22,6,22
"Mus_orangiae","Rodentia","Muridae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Mus_oubanguii","Rodentia","Muridae",20,20,186247.369732861,186247.369732861,20,20,20,20
"Mus_pahari","Rodentia","Muridae",244,244,2272217.9107409,2272217.9107409,244,244,244,244
"Mus_phillipsi","Rodentia","Muridae",77,77,717052.373471514,717052.373471514,77,77,77,77
"Mus_platythrix","Rodentia","Muridae",110,110,1024360.53353073,1024360.53353073,110,110,110,110
"Mus_saxicola","Rodentia","Muridae",200,200,1862473.69732861,1862473.69732861,200,200,200,200
"Mus_setulosus","Rodentia","Muridae",172,172,1601727.3797026,1601727.3797026,172,172,172,172
"Mus_setzeri","Rodentia","Muridae",37,37,344557.634005792,344557.634005792,37,37,37,37
"Mus_shortridgei","Rodentia","Muridae",62,62,577366.846171868,577366.846171868,62,62,62,62
"Mus_sorella","Rodentia","Muridae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Mus_spicilegus","Rodentia","Muridae",136,136,1266482.11418345,1266482.11418345,136,136,136,136
"Mus_spretus","Rodentia","Muridae",181,181,1685538.69608239,1685538.69608239,181,181,181,181
"Mus_tenellus","Rodentia","Muridae",86,86,800863.689851301,800863.689851301,86,86,86,86
"Mus_terricolor","Rodentia","Muridae",372,372,3464201.07703121,3464201.07703121,372,372,372,372
"Mus_triton","Rodentia","Muridae",207,207,1927660.27673511,1927660.27673511,207,207,207,207
"Mus_vulcani","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Muscardinus_avellanarius","Rodentia","Gliridae",545,545,5075240.82522045,5075240.82522045,545,545,545,545
"Mustela_africana","Carnivora","Mustelidae",622,622,5792293.19869197,5792293.19869197,622,622,622,622
"Mustela_altaica","Carnivora","Mustelidae",809,809,7533706.10569422,7533706.10569422,809,809,809,809
"Mustela_erminea","Carnivora","Mustelidae",5356,5356,49877045.6144601,49877045.6144601,5356,5356,5356,5356
"Mustela_eversmanii","Carnivora","Mustelidae",1712,1712,15942774.8491329,15942774.8491329,1712,1712,1712,1712
"Mustela_felipei","Carnivora","Mustelidae",21,21,195559.738219504,195559.738219504,21,21,21,21
"Mustela_frenata","Carnivora","Mustelidae",1618,1618,15067412.2113884,15067412.2113884,1618,1618,1618,1618
"Mustela_itatsi","Carnivora","Mustelidae",67,67,623928.688605083,623928.688605083,67,67,67,67
"Mustela_kathiah","Carnivora","Mustelidae",443,443,4125379.23958287,4125379.23958287,443,443,443,443
"Mustela_lutreola","Carnivora","Mustelidae",133,885,1238545.00872352,8241446.11067909,133,885,133,885
"Mustela_lutreolina","Carnivora","Mustelidae",44,59,409744.213412294,549429.740711939,44,59,44,59
"Mustela_nigripes","Carnivora","Mustelidae",3,311,27937.1054599291,2896146.59934598,3,311,3,311
"Mustela_nivalis","Carnivora","Mustelidae",5501,5477,51227339.0450233,51003842.2013439,5501,5477,5501,5477
"Mustela_nudipes","Carnivora","Mustelidae",218,218,2030096.33008818,2030096.33008818,218,218,218,218
"Mustela_putorius","Carnivora","Mustelidae",805,805,7496456.63174764,7496456.63174764,805,805,805,805
"Mustela_russelliana","Carnivora","Mustelidae",10,17,93123.6848664304,158310.264272932,10,17,10,17
"Mustela_sibirica","Carnivora","Mustelidae",1688,1688,15719278.0054534,15719278.0054534,1688,1688,1688,1688
"Mustela_strigidorsa","Carnivora","Mustelidae",210,210,1955597.38219504,1955597.38219504,210,210,210,210
"Mustela_subpalmata","Carnivora","Mustelidae",13,13,121060.790326359,121060.790326359,13,13,13,13
"Mustela_tonkinensis","Carnivora","Mustelidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Mydaus_javanensis","Carnivora","Mephitidae",26,26,242121.580652719,242121.580652719,26,26,26,26
"Mydaus_marchei","Carnivora","Mephitidae",11,11,102436.053353073,102436.053353073,11,11,11,11
"Mylodon_darwinii","Pilosa","Mylodontidae",0,270,0,2514339.49139362,0,270,0,270
"Mylohyus_nasutus","Cetartiodactyla","Tayassuidae",0,1026,0,9554490.06729575,0,1026,0,1026
"Mylomys_dybowskii","Rodentia","Muridae",206,206,1918347.90824847,1918347.90824847,206,206,206,206
"Mylomys_rex","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Myocastor_coypus","Rodentia","Echimyidae",512,512,4767932.66516123,4767932.66516123,512,512,512,512
"Myodes_andersoni","Rodentia","Cricetidae",24,24,223496.843679433,223496.843679433,24,24,24,24
"Myodes_californicus","Rodentia","Cricetidae",41,41,381807.107952364,381807.107952364,41,41,41,41
"Myodes_centralis","Rodentia","Cricetidae",37,37,344557.634005792,344557.634005792,37,37,37,37
"Myodes_gapperi","Rodentia","Cricetidae",1098,1098,10224980.5983341,10224980.5983341,1098,1098,1098,1098
"Myodes_glareolus","Rodentia","Cricetidae",1223,1223,11389026.6591644,11389026.6591644,1223,1223,1223,1223
"Myodes_regulus","Rodentia","Cricetidae",32,32,297995.791572577,297995.791572577,32,32,32,32
"Myodes_rex","Rodentia","Cricetidae",30,30,279371.054599291,279371.054599291,30,30,30,30
"Myodes_rufocanus","Rodentia","Cricetidae",1750,1750,16296644.8516253,16296644.8516253,1750,1750,1750,1750
"Myodes_rutilus","Rodentia","Cricetidae",2474,2474,23038799.6359549,23038799.6359549,2474,2474,2474,2474
"Myodes_shanseius","Rodentia","Cricetidae",64,64,595991.583145154,595991.583145154,64,64,64,64
"Myodes_smithii","Rodentia","Cricetidae",38,38,353870.002492435,353870.002492435,38,38,38,38
"Myoictis_leucura","Dasyuromorphia","Dasyuridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Myoictis_melas","Dasyuromorphia","Dasyuridae",74,74,689115.268011585,689115.268011585,74,74,74,74
"Myoictis_wallacei","Dasyuromorphia","Dasyuridae",19,19,176935.001246218,176935.001246218,19,19,19,19
"Myoictis_wavicus","Dasyuromorphia","Dasyuridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Myomimus_personatus","Rodentia","Gliridae",30,35,279371.054599291,325932.897032506,30,35,30,35
"Myomimus_roachi","Rodentia","Gliridae",9,12,83811.3163797873,111748.421839716,9,12,9,12
"Myomimus_setzeri","Rodentia","Gliridae",33,33,307308.16005922,307308.16005922,33,33,33,33
"Myomyscus_angolensis","Rodentia","Muridae",48,48,446993.687358866,446993.687358866,48,48,48,48
"Myomyscus_brockmani","Rodentia","Muridae",255,255,2374653.96409397,2374653.96409397,255,255,255,255
"Myomyscus_verreauxii","Rodentia","Muridae",22,22,204872.106706147,204872.106706147,22,22,22,22
"Myomyscus_yemeni","Rodentia","Muridae",20,20,186247.369732861,186247.369732861,20,20,20,20
"Myoprocta_acouchy","Rodentia","Dasyproctidae",133,133,1238545.00872352,1238545.00872352,133,133,133,133
"Myoprocta_pratti","Rodentia","Dasyproctidae",309,309,2877521.8623727,2877521.8623727,309,309,309,309
"Myopus_schisticolor","Rodentia","Cricetidae",1404,1404,13074565.3552468,13074565.3552468,1404,1404,1404,1404
"Myosciurus_pumilio","Rodentia","Sciuridae",56,56,521492.63525201,521492.63525201,56,56,56,56
"Myosorex_babaulti","Eulipotyphla","Soricidae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Myosorex_blarina","Eulipotyphla","Soricidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Myosorex_bururiensis","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Myosorex_cafer","Eulipotyphla","Soricidae",49,49,456306.055845509,456306.055845509,49,49,49,49
"Myosorex_eisentrauti","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Myosorex_geata","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Myosorex_gnoskei","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Myosorex_jejei","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Myosorex_kihaulei","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Myosorex_longicaudatus","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Myosorex_okuensis","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Myosorex_rumpii","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Myosorex_schalleri","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Myosorex_sclateri","Eulipotyphla","Soricidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Myosorex_tenuis","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Myosorex_varius","Eulipotyphla","Soricidae",86,86,800863.689851301,800863.689851301,86,86,86,86
"Myosorex_zinki","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Myospalax_aspalax","Rodentia","Spalacidae",135,135,1257169.74569681,1257169.74569681,135,135,135,135
"Myospalax_myospalax","Rodentia","Spalacidae",64,64,595991.583145154,595991.583145154,64,64,64,64
"Myospalax_psilurus","Rodentia","Spalacidae",394,394,3669073.18373736,3669073.18373736,394,394,394,394
"Myotragus_balearicus","Cetartiodactyla","Bovidae",0,5,0,46561.8424332152,0,5,0,5
"Myrmecobius_fasciatus","Dasyuromorphia","Myrmecobiidae",10,240,93123.6848664304,2234968.43679433,10,240,10,240
"Myrmecophaga_tridactyla","Pilosa","Myrmecophagidae",1449,1546,13493621.9371458,14396921.6803501,1449,1546,1449,1546
"Mysateles_melanurus","Rodentia","Echimyidae",10,15,93123.6848664304,139685.527299646,10,15,10,15
"Mysateles_prehensilis","Rodentia","Echimyidae",30,30,279371.054599291,279371.054599291,30,30,30,30
"Mystromys_albicaudatus","Rodentia","Nesomyidae",84,86,782238.952878015,800863.689851301,84,86,84,86
"Naemorhedus_baileyi","Cetartiodactyla","Bovidae",42,42,391119.476439007,391119.476439007,42,42,42,42
"Naemorhedus_caudatus","Cetartiodactyla","Bovidae",61,68,568054.477685225,633241.057091726,61,68,61,68
"Naemorhedus_goral","Cetartiodactyla","Bovidae",65,65,605303.951631797,605303.951631797,65,65,65,65
"Naemorhedus_griseus","Cetartiodactyla","Bovidae",388,388,3613198.9728175,3613198.9728175,388,388,388,388
"Nandinia_binotata","Carnivora","Nandiniidae",781,781,7272959.78806821,7272959.78806821,781,781,781,781
"Nanger_dama","Cetartiodactyla","Bovidae",51,643,474930.792818795,5987852.93691147,51,643,51,643
"Nanger_granti","Cetartiodactyla","Bovidae",121,121,1126796.58688381,1126796.58688381,121,121,121,121
"Nanger_soemmerringii","Cetartiodactyla","Bovidae",66,90,614616.32011844,838113.163797873,66,90,66,90
"Nannosciurus_melanotis","Rodentia","Sciuridae",171,171,1592415.01121596,1592415.01121596,171,171,171,171
"Napaeozapus_insignis","Rodentia","Dipodidae",323,323,3007895.0211857,3007895.0211857,323,323,323,323
"Nasalis_larvatus","Primates","Cercopithecidae",101,104,940549.217150947,968486.322610876,101,104,101,104
"Nasua_narica","Carnivora","Procyonidae",422,422,3929819.50136336,3929819.50136336,422,422,422,422
"Nasua_nasua","Carnivora","Procyonidae",1248,1248,11621835.8713305,11621835.8713305,1248,1248,1248,1248
"Nasuella_meridensis","Carnivora","Procyonidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Nasuella_olivacea","Carnivora","Procyonidae",64,64,595991.583145154,595991.583145154,64,64,64,64
"Navahoceros_fricki","Cetartiodactyla","Cervidae",0,1261,0,11742896.6616569,0,1261,0,1261
"Neacomys_dubosti","Rodentia","Cricetidae",39,39,363182.370979078,363182.370979078,39,39,39,39
"Neacomys_guianae","Rodentia","Cricetidae",47,47,437681.318872223,437681.318872223,47,47,47,47
"Neacomys_minutus","Rodentia","Cricetidae",36,36,335245.265519149,335245.265519149,36,36,36,36
"Neacomys_musseri","Rodentia","Cricetidae",32,32,297995.791572577,297995.791572577,32,32,32,32
"Neacomys_paracou","Rodentia","Cricetidae",130,130,1210607.90326359,1210607.90326359,130,130,130,130
"Neacomys_pictus","Rodentia","Cricetidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Neacomys_spinosus","Rodentia","Cricetidae",385,385,3585261.86735757,3585261.86735757,385,385,385,385
"Neacomys_tenuipes","Rodentia","Cricetidae",68,68,633241.057091726,633241.057091726,68,68,68,68
"Neamblysomus_gunningi","Afrosoricida","Chrysochloridae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Neamblysomus_julianae","Afrosoricida","Chrysochloridae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Necromys_amoenus","Rodentia","Cricetidae",36,36,335245.265519149,335245.265519149,36,36,36,36
"Necromys_benefactus","Rodentia","Cricetidae",66,66,614616.32011844,614616.32011844,66,66,66,66
"Necromys_lactens","Rodentia","Cricetidae",43,43,400431.844925651,400431.844925651,43,43,43,43
"Necromys_lasiurus","Rodentia","Cricetidae",688,688,6406909.51881041,6406909.51881041,688,688,688,688
"Necromys_lenguarum","Rodentia","Cricetidae",91,91,847425.532284516,847425.532284516,91,91,91,91
"Necromys_obscurus","Rodentia","Cricetidae",17,17,158310.264272932,158310.264272932,17,17,17,17
"Necromys_punctulatus","Rodentia","Cricetidae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Necromys_temchuki","Rodentia","Cricetidae",27,27,251433.949139362,251433.949139362,27,27,27,27
"Necromys_urichi","Rodentia","Cricetidae",77,77,717052.373471514,717052.373471514,77,77,77,77
"Nectogale_elegans","Eulipotyphla","Soricidae",100,100,931236.848664304,931236.848664304,100,100,100,100
"Nectomys_apicalis","Rodentia","Cricetidae",147,147,1368918.16753653,1368918.16753653,147,147,147,147
"Nectomys_magdalenae","Rodentia","Cricetidae",19,19,176935.001246218,176935.001246218,19,19,19,19
"Nectomys_palmipes","Rodentia","Cricetidae",43,43,400431.844925651,400431.844925651,43,43,43,43
"Nectomys_rattus","Rodentia","Cricetidae",854,854,7952762.68759315,7952762.68759315,854,854,854,854
"Nectomys_squamipes","Rodentia","Cricetidae",307,307,2858897.12539941,2858897.12539941,307,307,307,307
"Nelsonia_goldmani","Rodentia","Cricetidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Nelsonia_neotomodon","Rodentia","Cricetidae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Neochoerus_aesopi","Rodentia","Caviidae",0,2113,0,19677034.6122767,0,2113,0,2113
"Neocnus_comes","Pilosa","Megalonychidae",0,20,0,186247.369732861,0,20,0,20
"Neocnus_dousman","Pilosa","Megalonychidae",0,20,0,186247.369732861,0,20,0,20
"Neocnus_toupiti","Pilosa","Megalonychidae",0,20,0,186247.369732861,0,20,0,20
"Neodon_forresti","Rodentia","Cricetidae",5,6,46561.8424332152,55874.2109198582,5,6,5,6
"Neodon_irene","Rodentia","Cricetidae",108,108,1005735.79655745,1005735.79655745,108,108,108,108
"Neodon_juldaschi","Rodentia","Cricetidae",52,52,484243.161305438,484243.161305438,52,52,52,52
"Neodon_linzhiensis","Rodentia","Cricetidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Neodon_sikimensis","Rodentia","Cricetidae",36,36,335245.265519149,335245.265519149,36,36,36,36
"Neofelis_diardi","Carnivora","Felidae",139,206,1294419.21964338,1918347.90824847,139,206,139,206
"Neofelis_nebulosa","Carnivora","Felidae",382,522,3557324.76189764,4861056.35002766,382,522,382,522
"Neofiber_alleni","Rodentia","Cricetidae",26,26,242121.580652719,242121.580652719,26,26,26,26
"Neohylomys_hainanensis","Eulipotyphla","Erinaceidae",3,10,27937.1054599291,93123.6848664304,3,10,3,10
"Neolicaphrium_recens","Litopterna","Proterotheriidae",0,1359,0,12655508.7733479,0,1359,0,1359
"Neomicroxus_bogotensis","Rodentia","Cricetidae",24,24,223496.843679433,223496.843679433,24,24,24,24
"Neomicroxus_latebricola","Rodentia","Cricetidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Neomonachus_schauinslandi","Carnivora","Phocidae",72,72,670490.531038299,670490.531038299,72,72,72,72
"Neomonachus_tropicalis","Carnivora","Phocidae",0,260,0,2421215.80652719,0,260,0,260
"Neomys_anomalus","Eulipotyphla","Soricidae",492,492,4581685.29542837,4581685.29542837,492,492,492,492
"Neomys_fodiens","Eulipotyphla","Soricidae",1715,1715,15970711.9545928,15970711.9545928,1715,1715,1715,1715
"Neomys_teres","Eulipotyphla","Soricidae",47,47,437681.318872223,437681.318872223,47,47,47,47
"Neophascogale_lorentzii","Dasyuromorphia","Dasyuridae",29,29,270058.686112648,270058.686112648,29,29,29,29
"Neosclerocalyptus_paskoenis","Cingulata","CingulataFam",0,281,0,2616775.54474669,0,281,0,281
"Neotamias_alpinus","Rodentia","Sciuridae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Neotamias_amoenus","Rodentia","Sciuridae",166,166,1545853.16878274,1545853.16878274,166,166,166,166
"Neotamias_bulleri","Rodentia","Sciuridae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Neotamias_canipes","Rodentia","Sciuridae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Neotamias_cinereicollis","Rodentia","Sciuridae",19,19,176935.001246218,176935.001246218,19,19,19,19
"Neotamias_dorsalis","Rodentia","Sciuridae",121,121,1126796.58688381,1126796.58688381,121,121,121,121
"Neotamias_durangae","Rodentia","Sciuridae",16,16,148997.895786289,148997.895786289,16,16,16,16
"Neotamias_merriami","Rodentia","Sciuridae",27,27,251433.949139362,251433.949139362,27,27,27,27
"Neotamias_minimus","Rodentia","Sciuridae",712,712,6630406.36248984,6630406.36248984,712,712,712,712
"Neotamias_obscurus","Rodentia","Sciuridae",11,11,102436.053353073,102436.053353073,11,11,11,11
"Neotamias_ochrogenys","Rodentia","Sciuridae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Neotamias_palmeri","Rodentia","Sciuridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Neotamias_panamintinus","Rodentia","Sciuridae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Neotamias_quadrimaculatus","Rodentia","Sciuridae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Neotamias_quadrivittatus","Rodentia","Sciuridae",49,49,456306.055845509,456306.055845509,49,49,49,49
"Neotamias_ruficaudus","Rodentia","Sciuridae",29,29,270058.686112648,270058.686112648,29,29,29,29
"Neotamias_rufus","Rodentia","Sciuridae",25,25,232809.212166076,232809.212166076,25,25,25,25
"Neotamias_senex","Rodentia","Sciuridae",31,31,288683.423085934,288683.423085934,31,31,31,31
"Neotamias_siskiyou","Rodentia","Sciuridae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Neotamias_sonomae","Rodentia","Sciuridae",14,14,130373.158813003,130373.158813003,14,14,14,14
"Neotamias_speciosus","Rodentia","Sciuridae",23,23,214184.47519279,214184.47519279,23,23,23,23
"Neotamias_townsendii","Rodentia","Sciuridae",30,30,279371.054599291,279371.054599291,30,30,30,30
"Neotamias_umbrinus","Rodentia","Sciuridae",78,78,726364.741958157,726364.741958157,78,78,78,78
"Neotetracus_sinensis","Eulipotyphla","Erinaceidae",61,61,568054.477685225,568054.477685225,61,61,61,61
"Neotoma_albigula","Rodentia","Cricetidae",121,121,1126796.58688381,1126796.58688381,121,121,121,121
"Neotoma_angustapalata","Rodentia","Cricetidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Neotoma_anthonyi","Rodentia","Cricetidae",0,1,0,9312.36848664304,0,1,0,1
"Neotoma_bryanti","Rodentia","Cricetidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Neotoma_bunkeri","Rodentia","Cricetidae",0,1,0,9312.36848664304,0,1,0,1
"Neotoma_chrysomelas","Rodentia","Cricetidae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Neotoma_cinerea","Rodentia","Cricetidae",473,473,4404750.29418216,4404750.29418216,473,473,473,473
"Neotoma_devia","Rodentia","Cricetidae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Neotoma_floridana","Rodentia","Cricetidae",263,263,2449152.91198712,2449152.91198712,263,263,263,263
"Neotoma_fuscipes","Rodentia","Cricetidae",40,40,372494.739465721,372494.739465721,40,40,40,40
"Neotoma_goldmani","Rodentia","Cricetidae",32,32,297995.791572577,297995.791572577,32,32,32,32
"Neotoma_lepida","Rodentia","Cricetidae",164,164,1527228.43180946,1527228.43180946,164,164,164,164
"Neotoma_leucodon","Rodentia","Cricetidae",158,158,1471354.2208896,1471354.2208896,158,158,158,158
"Neotoma_macrotis","Rodentia","Cricetidae",40,40,372494.739465721,372494.739465721,40,40,40,40
"Neotoma_magister","Rodentia","Cricetidae",55,55,512180.266765367,512180.266765367,55,55,55,55
"Neotoma_martinensis","Rodentia","Cricetidae",0,1,0,9312.36848664304,0,1,0,1
"Neotoma_mexicana","Rodentia","Cricetidae",259,259,2411903.43804055,2411903.43804055,259,259,259,259
"Neotoma_micropus","Rodentia","Cricetidae",154,154,1434104.74694303,1434104.74694303,154,154,154,154
"Neotoma_nelsoni","Rodentia","Cricetidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
