"Binomial.1.2","Order.1.2","Family.1.2","current.range.x","present.natural.range.x","current.range.km2","present.natural.range.km2","current.range.y","present.natural.range.y","current.range","present.natural.range"
"Crocidura_tansaniana","Eulipotyphla","Soricidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Crocidura_tarella","Eulipotyphla","Soricidae",3,9,27937.1054599291,83811.3163797873,3,9,3,9
"Crocidura_tarfayensis","Eulipotyphla","Soricidae",52,52,484243.161305438,484243.161305438,52,52,52,52
"Crocidura_telfordi","Eulipotyphla","Soricidae",2,4,18624.7369732861,37249.4739465721,2,4,2,4
"Crocidura_tenuis","Eulipotyphla","Soricidae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Crocidura_thalia","Eulipotyphla","Soricidae",33,33,307308.16005922,307308.16005922,33,33,33,33
"Crocidura_theresae","Eulipotyphla","Soricidae",52,52,484243.161305438,484243.161305438,52,52,52,52
"Crocidura_thomensis","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_trichura","Eulipotyphla","Soricidae",0,2,0,18624.7369732861,0,2,0,2
"Crocidura_turba","Eulipotyphla","Soricidae",611,611,5689857.14533889,5689857.14533889,611,611,611,611
"Crocidura_ultima","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_usambarae","Eulipotyphla","Soricidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Crocidura_viaria","Eulipotyphla","Soricidae",996,996,9275119.01269646,9275119.01269646,996,996,996,996
"Crocidura_virgata","Eulipotyphla","Soricidae",5,15,46561.8424332152,139685.527299646,5,15,5,15
"Crocidura_voi","Eulipotyphla","Soricidae",407,407,3790133.97406372,3790133.97406372,407,407,407,407
"Crocidura_vorax","Eulipotyphla","Soricidae",170,170,1583102.64272932,1583102.64272932,170,170,170,170
"Crocidura_vosmaeri","Eulipotyphla","Soricidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Crocidura_watasei","Eulipotyphla","Soricidae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Crocidura_whitakeri","Eulipotyphla","Soricidae",133,133,1238545.00872352,1238545.00872352,133,133,133,133
"Crocidura_wimmeri","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_wuchihensis","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_xantippe","Eulipotyphla","Soricidae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Crocidura_yankariensis","Eulipotyphla","Soricidae",206,206,1918347.90824847,1918347.90824847,206,206,206,206
"Crocidura_zaitsevi","Eulipotyphla","Soricidae",8,14,74498.9478931443,130373.158813003,8,14,8,14
"Crocidura_zaphiri","Eulipotyphla","Soricidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Crocidura_zarudnyi","Eulipotyphla","Soricidae",85,85,791551.321364658,791551.321364658,85,85,85,85
"Crocidura_zimmeri","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_zimmermanni","Eulipotyphla","Soricidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Crocuta_crocuta","Carnivora","Hyaenidae",1758,5248,16371143.7995185,48871309.8179027,1758,5248,1758,5248
"Crossarchus_alexandri","Carnivora","Herpestidae",184,184,1713475.80154232,1713475.80154232,184,184,184,184
"Crossarchus_ansorgei","Carnivora","Herpestidae",86,86,800863.689851301,800863.689851301,86,86,86,86
"Crossarchus_obscurus","Carnivora","Herpestidae",83,83,772926.584391372,772926.584391372,83,83,83,83
"Crossarchus_platycephalus","Carnivora","Herpestidae",86,86,800863.689851301,800863.689851301,86,86,86,86
"Crossomys_moncktoni","Rodentia","Muridae",33,33,307308.16005922,307308.16005922,33,33,33,33
"Crunomys_celebensis","Rodentia","Muridae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Crunomys_fallax","Rodentia","Muridae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Crunomys_melanius","Rodentia","Muridae",12,12,111748.421839716,111748.421839716,12,12,12,12
"Crunomys_suncoides","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Cryptochloris_wintoni","Afrosoricida","Chrysochloridae",0,1,0,9312.36848664304,0,1,0,1
"Cryptochloris_zyli","Afrosoricida","Chrysochloridae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Cryptomys_hottentotus","Rodentia","Bathyergidae",136,136,1266482.11418345,1266482.11418345,136,136,136,136
"Cryptonanus_agricolai","Didelphimorphia","Didelphidae",156,156,1452729.48391631,1452729.48391631,156,156,156,156
"Cryptonanus_chacoensis","Didelphimorphia","Didelphidae",128,128,1191983.16629031,1191983.16629031,128,128,128,128
"Cryptonanus_guahybae","Didelphimorphia","Didelphidae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Cryptonanus_ignitus","Didelphimorphia","Didelphidae",0,62,0,577366.846171868,0,62,0,62
"Cryptonanus_unduaviensis","Didelphimorphia","Didelphidae",52,52,484243.161305438,484243.161305438,52,52,52,52
"Cryptoprocta_ferox","Carnivora","Eupleridae",88,91,819488.426824587,847425.532284516,88,91,88,91
"Cryptoprocta_spelea","Carnivora","Eupleridae",0,90,0,838113.163797873,0,90,0,90
"Cryptotis_alticola","Eulipotyphla","Soricidae",23,23,214184.47519279,214184.47519279,23,23,23,23
"Cryptotis_brachyonyx","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Cryptotis_colombiana","Eulipotyphla","Soricidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Cryptotis_endersi","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Cryptotis_equatoris","Eulipotyphla","Soricidae",13,13,121060.790326359,121060.790326359,13,13,13,13
"Cryptotis_goldmani","Eulipotyphla","Soricidae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Cryptotis_goodwini","Eulipotyphla","Soricidae",14,14,130373.158813003,130373.158813003,14,14,14,14
"Cryptotis_gracilis","Eulipotyphla","Soricidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Cryptotis_griseoventris","Eulipotyphla","Soricidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Cryptotis_hondurensis","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Cryptotis_magna","Eulipotyphla","Soricidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Cryptotis_mayensis","Eulipotyphla","Soricidae",28,28,260746.317626005,260746.317626005,28,28,28,28
"Cryptotis_medellinia","Eulipotyphla","Soricidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Cryptotis_mera","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Cryptotis_meridensis","Eulipotyphla","Soricidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Cryptotis_merriami","Eulipotyphla","Soricidae",26,26,242121.580652719,242121.580652719,26,26,26,26
"Cryptotis_mexicana","Eulipotyphla","Soricidae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Cryptotis_montivaga","Eulipotyphla","Soricidae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Cryptotis_nelsoni","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Cryptotis_nigrescens","Eulipotyphla","Soricidae",13,13,121060.790326359,121060.790326359,13,13,13,13
"Cryptotis_obscura","Eulipotyphla","Soricidae",7,8,65186.5794065013,74498.9478931443,7,8,7,8
"Cryptotis_orophila","Eulipotyphla","Soricidae",23,23,214184.47519279,214184.47519279,23,23,23,23
"Cryptotis_parva","Eulipotyphla","Soricidae",551,551,5131115.03614031,5131115.03614031,551,551,551,551
"Cryptotis_peregrina","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Cryptotis_peruviensis","Eulipotyphla","Soricidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Cryptotis_phillipsii","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Cryptotis_squamipes","Eulipotyphla","Soricidae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Cryptotis_tamensis","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Cryptotis_thomasi","Eulipotyphla","Soricidae",13,13,121060.790326359,121060.790326359,13,13,13,13
"Cryptotis_tropicalis","Eulipotyphla","Soricidae",21,21,195559.738219504,195559.738219504,21,21,21,21
"Ctenodactylus_gundi","Rodentia","Ctenodactylidae",37,37,344557.634005792,344557.634005792,37,37,37,37
"Ctenodactylus_vali","Rodentia","Ctenodactylidae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Ctenomys_argentinus","Rodentia","Ctenomyidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Ctenomys_australis","Rodentia","Ctenomyidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Ctenomys_azarae","Rodentia","Ctenomyidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Ctenomys_bergi","Rodentia","Ctenomyidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Ctenomys_boliviensis","Rodentia","Ctenomyidae",31,31,288683.423085934,288683.423085934,31,31,31,31
"Ctenomys_bonettoi","Rodentia","Ctenomyidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Ctenomys_brasiliensis","Rodentia","Ctenomyidae",33,33,307308.16005922,307308.16005922,33,33,33,33
"Ctenomys_budini","Rodentia","Ctenomyidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Ctenomys_colburni","Rodentia","Ctenomyidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Ctenomys_coludo","Rodentia","Ctenomyidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Ctenomys_conoveri","Rodentia","Ctenomyidae",21,21,195559.738219504,195559.738219504,21,21,21,21
"Ctenomys_coyhaiquensis","Rodentia","Ctenomyidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Ctenomys_dorbignyi","Rodentia","Ctenomyidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Ctenomys_dorsalis","Rodentia","Ctenomyidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Ctenomys_emilianus","Rodentia","Ctenomyidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Ctenomys_famosus","Rodentia","Ctenomyidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Ctenomys_flamarioni","Rodentia","Ctenomyidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Ctenomys_fochi","Rodentia","Ctenomyidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Ctenomys_fodax","Rodentia","Ctenomyidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Ctenomys_frater","Rodentia","Ctenomyidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Ctenomys_fulvus","Rodentia","Ctenomyidae",25,25,232809.212166076,232809.212166076,25,25,25,25
"Ctenomys_goodfellowi","Rodentia","Ctenomyidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Ctenomys_haigi","Rodentia","Ctenomyidae",12,12,111748.421839716,111748.421839716,12,12,12,12
"Ctenomys_johannis","Rodentia","Ctenomyidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Ctenomys_juris","Rodentia","Ctenomyidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Ctenomys_knighti","Rodentia","Ctenomyidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Ctenomys_lami","Rodentia","Ctenomyidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Ctenomys_latro","Rodentia","Ctenomyidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Ctenomys_leucodon","Rodentia","Ctenomyidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Ctenomys_lewisi","Rodentia","Ctenomyidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Ctenomys_magellanicus","Rodentia","Ctenomyidae",23,23,214184.47519279,214184.47519279,23,23,23,23
"Ctenomys_maulinus","Rodentia","Ctenomyidae",14,14,130373.158813003,130373.158813003,14,14,14,14
"Ctenomys_mendocinus","Rodentia","Ctenomyidae",24,24,223496.843679433,223496.843679433,24,24,24,24
"Ctenomys_minutus","Rodentia","Ctenomyidae",27,27,251433.949139362,251433.949139362,27,27,27,27
"Ctenomys_occultus","Rodentia","Ctenomyidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Ctenomys_opimus","Rodentia","Ctenomyidae",56,56,521492.63525201,521492.63525201,56,56,56,56
"Ctenomys_osvaldoreigi","Rodentia","Ctenomyidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Ctenomys_pearsoni","Rodentia","Ctenomyidae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Ctenomys_perrensi","Rodentia","Ctenomyidae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Ctenomys_peruanus","Rodentia","Ctenomyidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Ctenomys_pilarensis","Rodentia","Ctenomyidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Ctenomys_pontifex","Rodentia","Ctenomyidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Ctenomys_porteousi","Rodentia","Ctenomyidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Ctenomys_pundti","Rodentia","Ctenomyidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Ctenomys_rionegrensis","Rodentia","Ctenomyidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Ctenomys_roigi","Rodentia","Ctenomyidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Ctenomys_saltarius","Rodentia","Ctenomyidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Ctenomys_scagliai","Rodentia","Ctenomyidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Ctenomys_sericeus","Rodentia","Ctenomyidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Ctenomys_sociabilis","Rodentia","Ctenomyidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Ctenomys_steinbachi","Rodentia","Ctenomyidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Ctenomys_sylvanus","Rodentia","Ctenomyidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Ctenomys_talarum","Rodentia","Ctenomyidae",24,24,223496.843679433,223496.843679433,24,24,24,24
"Ctenomys_torquatus","Rodentia","Ctenomyidae",40,40,372494.739465721,372494.739465721,40,40,40,40
"Ctenomys_tuconax","Rodentia","Ctenomyidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Ctenomys_tucumanus","Rodentia","Ctenomyidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Ctenomys_tulduco","Rodentia","Ctenomyidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Ctenomys_validus","Rodentia","Ctenomyidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Ctenomys_viperinus","Rodentia","Ctenomyidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Ctenomys_yolandae","Rodentia","Ctenomyidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Cuniculus_paca","Rodentia","Cuniculidae",1595,1595,14853227.7361956,14853227.7361956,1595,1595,1595,1595
"Cuniculus_taczanowskii","Rodentia","Cuniculidae",105,105,977798.691097519,977798.691097519,105,105,105,105
"Cuon_alpinus","Carnivora","Canidae",619,7244,5764356.09323204,67458797.3172421,619,7244,619,7244
"Cuscomys_ashaninka","Rodentia","Abrocomidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Cuscomys_oblativa","Rodentia","Abrocomidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Cuvieronius_hyodon","Proboscidea","Gomphotheriidae",0,316,0,2942708.4417792,0,316,0,316
"Cyclopes_didactylus","Pilosa","Cyclopedidae",994,994,9256494.27572318,9256494.27572318,994,994,994,994
"Cynictis_penicillata","Carnivora","Herpestidae",294,294,2737836.33507305,2737836.33507305,294,294,294,294
"Cynocephalus_volans","Dermoptera","Cynocephalidae",37,37,344557.634005792,344557.634005792,37,37,37,37
"Cynogale_bennettii","Carnivora","Viverridae",221,221,2058033.43554811,2058033.43554811,221,221,221,221
"Cynomys_gunnisoni","Rodentia","Sciuridae",56,56,521492.63525201,521492.63525201,56,56,56,56
"Cynomys_leucurus","Rodentia","Sciuridae",49,49,456306.055845509,456306.055845509,49,49,49,49
"Cynomys_ludovicianus","Rodentia","Sciuridae",244,244,2272217.9107409,2272217.9107409,244,244,244,244
"Cynomys_mexicanus","Rodentia","Sciuridae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Cynomys_parvidens","Rodentia","Sciuridae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Cynotherium_sardous","Carnivora","Canidae",0,10,0,93123.6848664304,0,10,0,10
"Cystophora_cristata","Carnivora","Phocidae",1099,1099,10234292.9668207,10234292.9668207,1099,1099,1099,1099
"Dacnomys_millardi","Rodentia","Muridae",25,44,232809.212166076,409744.213412294,25,44,25,44
"Dactylomys_boliviensis","Rodentia","Echimyidae",60,60,558742.109198582,558742.109198582,60,60,60,60
"Dactylomys_dactylinus","Rodentia","Echimyidae",420,420,3911194.76439008,3911194.76439008,420,420,420,420
"Dactylomys_peruanus","Rodentia","Echimyidae",3,8,27937.1054599291,74498.9478931443,3,8,3,8
"Dactylonax_palpator","Diprotodontia","Petauridae",54,54,502867.898278724,502867.898278724,54,54,54,54
"Dactylopsila_kambuayai","Diprotodontia","Petauridae",0,8,0,74498.9478931443,0,8,0,8
"Dactylopsila_megalura","Diprotodontia","Petauridae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Dactylopsila_tatei","Diprotodontia","Petauridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Dactylopsila_trivirgata","Diprotodontia","Petauridae",156,156,1452729.48391631,1452729.48391631,156,156,156,156
"Dama_dama","Cetartiodactyla","Cervidae",53,574,493555.529792081,5345299.5113331,53,574,53,574
"Dama_mesopotamica","Cetartiodactyla","Cervidae",9,467,83811.3163797873,4348876.0832623,9,467,9,467
"Damaliscus_hypsodon","Cetartiodactyla","Bovidae",0,711,0,6621093.9940032,0,711,0,711
"Damaliscus_lunatus","Cetartiodactyla","Bovidae",347,1325,3231391.86486513,12338888.244802,347,1325,347,1325
"Damaliscus_niro","Cetartiodactyla","Bovidae",0,663,0,6174100.30664433,0,663,0,663
"Damaliscus_pygargus","Cetartiodactyla","Bovidae",67,67,623928.688605083,623928.688605083,67,67,67,67
"Dasycercus_blythi","Dasyuromorphia","Dasyuridae",197,286,1834536.59186868,2663337.38717991,197,286,197,286
"Dasycercus_cristicauda","Dasyuromorphia","Dasyuridae",22,183,204872.106706147,1704163.43305568,22,183,22,183
"Dasykaluta_rosamondae","Dasyuromorphia","Dasyuridae",62,62,577366.846171868,577366.846171868,62,62,62,62
"Dasymys_foxi","Rodentia","Muridae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Dasymys_incomtus","Rodentia","Muridae",824,824,7673391.63299386,7673391.63299386,824,824,824,824
"Dasymys_montanus","Rodentia","Muridae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Dasymys_nudipes","Rodentia","Muridae",55,76,512180.266765367,707740.004984871,55,76,55,76
"Dasymys_rufulus","Rodentia","Muridae",230,230,2141844.7519279,2141844.7519279,230,230,230,230
"Dasyprocta_azarae","Rodentia","Dasyproctidae",228,232,2123220.01495461,2160469.48890118,228,232,228,232
"Dasyprocta_coibae","Rodentia","Dasyproctidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Dasyprocta_croconota","Rodentia","Dasyproctidae",57,57,530805.003738653,530805.003738653,57,57,57,57
"Dasyprocta_fuliginosa","Rodentia","Dasyproctidae",337,337,3138268.1799987,3138268.1799987,337,337,337,337
"Dasyprocta_guamara","Rodentia","Dasyproctidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Dasyprocta_iacki","Rodentia","Dasyproctidae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Dasyprocta_kalinowskii","Rodentia","Dasyproctidae",19,19,176935.001246218,176935.001246218,19,19,19,19
"Dasyprocta_leporina","Rodentia","Dasyproctidae",582,582,5419798.45922625,5419798.45922625,582,582,582,582
"Dasyprocta_mexicana","Rodentia","Dasyproctidae",16,16,148997.895786289,148997.895786289,16,16,16,16
"Dasyprocta_prymnolopha","Rodentia","Dasyproctidae",253,253,2356029.22712069,2356029.22712069,253,253,253,253
"Dasyprocta_punctata","Rodentia","Dasyproctidae",216,216,2011471.5931149,2011471.5931149,216,216,216,216
"Dasyprocta_ruatanica","Rodentia","Dasyproctidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Dasyprocta_variegata","Rodentia","Dasyproctidae",67,67,623928.688605083,623928.688605083,67,67,67,67
"Dasypus_bellus","Cingulata","CingulataFam",0,872,0,8120385.32035273,0,872,0,872
"Dasypus_hybridus","Cingulata","CingulataFam",188,188,1750725.27548889,1750725.27548889,188,188,188,188
"Dasypus_kappleri","Cingulata","CingulataFam",728,728,6779404.25827613,6779404.25827613,728,728,728,728
"Dasypus_novemcinctus","Cingulata","CingulataFam",2197,1914,20459273.5651547,17823873.2834348,2197,1914,2197,1914
"Dasypus_pilosus","Cingulata","CingulataFam",16,16,148997.895786289,148997.895786289,16,16,16,16
"Dasypus_sabanicola","Cingulata","CingulataFam",68,68,633241.057091726,633241.057091726,68,68,68,68
"Dasypus_septemcinctus","Cingulata","CingulataFam",698,698,6500033.20367684,6500033.20367684,698,698,698,698
"Dasypus_yepesi","Cingulata","CingulataFam",7,7,65186.5794065013,65186.5794065013,7,7,7,7
